Rank,Player,Position,Age,Date,League,Team,Opp,Result,Game,Week,Day,Targets,Recs,Rec_Yards,Yards_per_Rec,Rec_TD,Catch_Percentage,Yard_per_Target
1,Sammy Watkins,WR,26.086,2019-09-08,NFL,KAN,JAX,W 40-26,1,1,Sun,11,9,198,22.0,3,81.8,18.0
2,Michael Gallup,WR,23.157,2019-09-08,NFL,DAL,NYG,W 35-17,1,1,Sun,7,7,158,22.57,0,100.0,22.57
3,John Ross,WR,24.285,2019-09-08,NFL,CIN,SEA,L 20-21,1,1,Sun,12,7,158,22.57,2,58.3,13.17
4,DeSean Jackson,WR,32.281,2019-09-08,NFL,PHI,WAS,W 32-27,1,1,Sun,9,8,154,19.25,2,88.9,17.11
5,Marquise Brown,WR,22.096,2019-09-08,NFL,BAL,MIA,W 59-10,1,1,Sun,5,4,147,36.75,2,80.0,29.4
6,DJ Chark,WR,22.35,2019-09-08,NFL,JAX,KAN,L 26-40,1,1,Sun,4,4,146,36.5,1,100.0,36.5
7,T.J. Hockenson,TE,22.067,2019-09-08,NFL,DET,ARI,T 27-27,1,1,Sun,9,6,131,21.83,1,66.7,14.56
8,Terry McLaurin,WR,23.358,2019-09-08,NFL,WAS,PHI,L 27-32,1,1,Sun,7,5,125,25.0,1,71.4,17.86
9,Keenan Allen,WR,27.134,2019-09-08,NFL,LAC,IND,W 30-24,1,1,Sun,10,8,123,15.38,1,80.0,12.3
10,John Brown,WR,29.158,2019-09-08,NFL,BUF,NYJ,W 17-16,1,1,Sun,10,7,123,17.57,1,70.0,12.3
11,Michael Thomas,WR,26.19,2019-09-09,NFL,NOR,HOU,W 30-28,1,1,Mon,13,10,123,12.3,0,76.9,9.46
12,Courtland Sutton,WR,23.334,2019-09-09,NFL,DEN,OAK,L 16-24,1,1,Mon,8,7,120,17.14,0,87.5,15.0
13,Evan Engram,TE,25.006,2019-09-08,NFL,NYG,DAL,L 17-35,1,1,Sun,14,11,116,10.55,1,78.6,8.29
14,Larry Fitzgerald,WR,36.008,2019-09-08,NFL,ARI,DET,T 27-27,1,1,Sun,13,8,113,14.13,1,61.5,8.69
15,DeAndre Hopkins,WR,27.095,2019-09-09,NFL,HOU,NOR,L 28-30,1,1,Mon,13,8,111,13.88,2,61.5,8.54
16,Mark Andrews,TE,23.002,2019-09-08,NFL,BAL,MIA,W 59-10,1,1,Sun,8,8,108,13.5,1,100.0,13.5
17,Amari Cooper,WR,25.083,2019-09-08,NFL,DAL,NYG,W 35-17,1,1,Sun,9,6,106,17.67,1,66.7,11.78
18,Tyrell Williams,WR,27.209,2019-09-09,NFL,OAK,DEN,W 24-16,1,1,Mon,7,6,105,17.5,1,85.7,15.0
19,Danny Amendola,WR,33.31,2019-09-08,NFL,DET,ARI,T 27-27,1,1,Sun,13,7,104,14.86,1,53.8,8.0
20,Allen Robinson,WR,26.012,2019-09-05,NFL,CHI,GNB,L 3-10,1,1,Thu,13,7,102,14.57,0,53.8,7.85
21,Ted Ginn Jr.,WR,34.15,2019-09-09,NFL,NOR,HOU,W 30-28,1,1,Mon,7,7,101,14.43,0,100.0,14.43
22,A.J. Brown,WR,22.07,2019-09-08,NFL,TEN,CLE,W 43-13,1,1,Sun,4,3,100,33.33,0,75.0,25.0
23,Jamison Crowder,WR,26.083,2019-09-08,NFL,NYJ,BUF,L 16-17,1,1,Sun,17,14,99,7.07,0,82.4,5.82
24,Chris Conley,WR,26.318,2019-09-08,NFL,JAX,KAN,L 26-40,1,1,Sun,7,6,97,16.17,1,85.7,13.86
25,Austin Ekeler,RB,24.114,2019-09-08,NFL,LAC,IND,W 30-24,1,1,Sun,7,6,96,16.0,2,85.7,13.71
26,Phillip Dorsett,WR,26.246,2019-09-08,NFL,NWE,PIT,W 33-3,1,1,Sun,4,4,95,23.75,2,100.0,23.75
27,D.K. Metcalf,WR,21.268,2019-09-08,NFL,SEA,CIN,W 21-20,1,1,Sun,6,4,89,22.25,0,66.7,14.83
28,Travis Kelce,TE,29.338,2019-09-08,NFL,KAN,JAX,W 40-26,1,1,Sun,8,3,88,29.33,0,37.5,11.0
29,T.Y. Hilton,WR,29.298,2019-09-08,NFL,IND,LAC,L 24-30,1,1,Sun,9,8,87,10.88,2,88.9,9.67
30,Emmanuel Sanders,WR,32.176,2019-09-09,NFL,DEN,OAK,L 16-24,1,1,Mon,7,5,86,17.2,1,71.4,12.29
31,Julian Edelman,WR,33.109,2019-09-08,NFL,NWE,PIT,W 33-3,1,1,Sun,11,6,83,13.83,0,54.5,7.55
32,Christian McCaffrey,RB,23.093,2019-09-08,NFL,CAR,LAR,L 27-30,1,1,Sun,11,10,81,8.1,0,90.9,7.36
33,JuJu Smith-Schuster,WR,22.29,2019-09-08,NFL,PIT,NWE,L 3-33,1,1,Sun,8,6,78,13.0,0,75.0,9.75
34,Austin Hooper,TE,24.308,2019-09-08,NFL,ATL,MIN,L 12-28,1,1,Sun,9,9,77,8.56,0,100.0,8.56
35,D.J. Moore,WR,22.147,2019-09-08,NFL,CAR,LAR,L 27-30,1,1,Sun,10,7,76,10.86,0,70.0,7.6
36,Derrick Henry,RB,25.247,2019-09-08,NFL,TEN,CLE,W 43-13,1,1,Sun,2,1,75,75.0,1,50.0,37.5
37,DeVante Parker,WR,26.231,2019-09-08,NFL,MIA,BAL,L 10-59,1,1,Sun,7,3,75,25.0,0,42.9,10.71
38,Cody Latimer,WR,26.333,2019-09-08,NFL,NYG,DAL,L 17-35,1,1,Sun,7,3,74,24.67,0,42.9,10.57
39,Josh Gordon,WR,28.148,2019-09-08,NFL,NWE,PIT,W 33-3,1,1,Sun,4,3,73,24.33,1,75.0,18.25
40,Alvin Kamara,RB,24.046,2019-09-09,NFL,NOR,HOU,W 30-28,1,1,Mon,8,7,72,10.29,0,87.5,9.0
41,Odell Beckham Jr.,WR,26.307,2019-09-08,NFL,CLE,TEN,L 13-43,1,1,Sun,11,7,71,10.14,0,63.6,6.45
42,Darren Waller,TE,26.361,2019-09-09,NFL,OAK,DEN,W 24-16,1,1,Mon,8,7,70,10.0,0,87.5,8.75
43,Robert Woods,WR,27.151,2019-09-08,NFL,LAR,CAR,W 30-27,1,1,Sun,13,8,70,8.75,0,61.5,5.38
44,Randall Cobb,WR,29.017,2019-09-08,NFL,DAL,NYG,W 35-17,1,1,Sun,5,4,69,17.25,1,80.0,13.8
45,Will Fuller,WR,25.146,2019-09-09,NFL,HOU,NOR,L 28-30,1,1,Mon,3,2,69,34.5,0,66.7,23.0
46,Chris Thompson,RB,28.323,2019-09-08,NFL,WAS,PHI,L 27-32,1,1,Sun,10,7,68,9.71,0,70.0,6.8
47,Jarvis Landry,WR,26.284,2019-09-08,NFL,CLE,TEN,L 13-43,1,1,Sun,7,4,67,16.75,0,57.1,9.57
48,C.J. Uzomah,TE,26.237,2019-09-08,NFL,CIN,SEA,L 20-21,1,1,Sun,5,4,66,16.5,0,80.0,13.2
49,Calvin Ridley,WR,24.262,2019-09-08,NFL,ATL,MIN,L 12-28,1,1,Sun,6,4,64,16.0,1,66.7,10.67
50,Tyler Boyd,WR,24.297,2019-09-08,NFL,CIN,SEA,L 20-21,1,1,Sun,12,8,60,7.5,0,66.7,5.0
51,Hunter Henry,TE,24.275,2019-09-08,NFL,LAC,IND,W 30-24,1,1,Sun,5,4,60,15.0,0,80.0,12.0
52,Vernon Davis,TE,35.22,2019-09-08,NFL,WAS,PHI,L 27-32,1,1,Sun,7,4,59,14.75,1,57.1,8.43
53,Mohamed Sanu,WR,30.017,2019-09-08,NFL,ATL,MIN,L 12-28,1,1,Sun,6,5,57,11.4,0,83.3,9.5
54,Marvin Jones,WR,29.18,2019-09-08,NFL,DET,ARI,T 27-27,1,1,Sun,4,4,56,14.0,0,100.0,14.0
55,James White,RB,27.217,2019-09-08,NFL,NWE,PIT,W 33-3,1,1,Sun,7,5,56,11.2,0,71.4,8.0
56,David Johnson,RB,27.266,2019-09-08,NFL,ARI,DET,T 27-27,1,1,Sun,7,6,55,9.17,1,85.7,7.86
57,Delanie Walker,TE,35.027,2019-09-08,NFL,TEN,CLE,W 43-13,1,1,Sun,6,5,55,11.0,2,83.3,9.17
58,Zach Ertz,TE,28.302,2019-09-08,NFL,PHI,WAS,W 32-27,1,1,Sun,7,5,54,10.8,0,71.4,7.71
59,George Kittle,TE,25.334,2019-09-08,NFL,SFO,TAM,W 31-17,1,1,Sun,10,8,54,6.75,0,80.0,5.4
60,Chris Godwin,WR,23.193,2019-09-08,NFL,TAM,SFO,L 17-31,1,1,Sun,6,3,53,17.67,1,50.0,8.83
61,Marquez Valdes-Scantling,WR,24.33,2019-09-05,NFL,GNB,CHI,W 10-3,1,1,Thu,6,4,52,13.0,0,66.7,8.67
62,James Washington,WR,23.159,2019-09-08,NFL,PIT,NWE,L 3-33,1,1,Sun,6,2,51,25.5,0,33.3,8.5
63,Tarik Cohen,RB,24.041,2019-09-05,NFL,CHI,GNB,L 3-10,1,1,Thu,10,8,49,6.13,0,80.0,4.9
64,Alshon Jeffery,WR,29.206,2019-09-08,NFL,PHI,WAS,W 32-27,1,1,Sun,7,5,49,9.8,1,71.4,7.0
65,Rashard Higgins,WR,24.336,2019-09-08,NFL,CLE,TEN,L 13-43,1,1,Sun,3,2,46,23.0,0,66.7,15.33
66,KeeSean Johnson,WR,22.334,2019-09-08,NFL,ARI,DET,T 27-27,1,1,Sun,10,5,46,9.2,0,50.0,4.6
67,Cooper Kupp,WR,26.085,2019-09-08,NFL,LAR,CAR,W 30-27,1,1,Sun,10,7,46,6.57,0,70.0,4.6
68,James Conner,RB,24.126,2019-09-08,NFL,PIT,NWE,L 3-33,1,1,Sun,4,4,44,11.0,0,100.0,11.0
69,Tyler Lockett,WR,26.345,2019-09-08,NFL,SEA,CIN,W 21-20,1,1,Sun,2,1,44,44.0,1,50.0,22.0
70,Adam Thielen,WR,29.017,2019-09-08,NFL,MIN,ATL,W 28-12,1,1,Sun,3,3,43,14.33,1,100.0,14.33
71,Giovani Bernard,HB,27.29,2019-09-08,NFL,CIN,SEA,L 20-21,1,1,Sun,3,2,42,21.0,0,66.7,14.0
72,Damiere Byrd,WR,26.224,2019-09-08,NFL,ARI,DET,T 27-27,1,1,Sun,7,4,42,10.5,0,57.1,6.0
73,Kenny Golladay,WR,25.309,2019-09-08,NFL,DET,ARI,T 27-27,1,1,Sun,9,4,42,10.5,1,44.4,4.67
74,Sterling Shepard,WR,26.21,2019-09-08,NFL,NYG,DAL,L 17-35,1,1,Sun,7,6,42,7.0,0,85.7,6.0
75,Rex Burkhead,RB,29.068,2019-09-08,NFL,NWE,PIT,W 33-3,1,1,Sun,8,5,41,8.2,0,62.5,5.13
76,Justin Hardy,WR,27.264,2019-09-08,NFL,ATL,MIN,L 12-28,1,1,Sun,5,4,41,10.25,0,80.0,8.2
77,Hayden Hurst,TE,26.015,2019-09-08,NFL,BAL,MIA,W 59-10,1,1,Sun,3,3,41,13.67,0,100.0,13.67
78,Willie Snead,WR/RS,26.326,2019-09-08,NFL,BAL,MIA,W 59-10,1,1,Sun,3,2,41,20.5,1,66.7,13.67
79,Cole Beasley,WR,30.135,2019-09-08,NFL,BUF,NYJ,W 17-16,1,1,Sun,9,5,40,8.0,0,55.6,4.44
80,Bennie Fowler,WR,28.09,2019-09-08,NFL,NYG,DAL,L 17-35,1,1,Sun,5,5,40,8.0,0,100.0,8.0
81,Vance McDonald,TE,29.087,2019-09-08,NFL,PIT,NWE,L 3-33,1,1,Sun,4,2,40,20.0,0,50.0,10.0
82,Brandin Cooks,WR,25.348,2019-09-08,NFL,LAR,CAR,W 30-27,1,1,Sun,6,2,39,19.5,0,33.3,6.5
83,Richie James,WR,24.003,2019-09-08,NFL,SFO,TAM,W 31-17,1,1,Sun,2,1,39,39.0,1,50.0,19.5
84,Blake Jarwin,TE,25.054,2019-09-08,NFL,DAL,NYG,W 35-17,1,1,Sun,3,3,39,13.0,1,100.0,13.0
85,Damien Williams,RB,27.158,2019-09-08,NFL,KAN,JAX,W 40-26,1,1,Sun,6,6,39,6.5,0,100.0,6.5
86,Jared Cook,TE,32.155,2019-09-09,NFL,NOR,HOU,W 30-28,1,1,Mon,3,2,37,18.5,0,66.7,12.33
87,Stefon Diggs,WR,25.283,2019-09-08,NFL,MIN,ATL,W 28-12,1,1,Sun,2,2,37,18.5,0,100.0,18.5
88,David Njoku,TE,23.06,2019-09-08,NFL,CLE,TEN,L 13-43,1,1,Sun,6,4,37,9.25,1,66.7,6.17
89,Kenny Stills,WR,27.14,2019-09-09,NFL,HOU,NOR,L 28-30,1,1,Mon,3,3,37,12.33,1,100.0,12.33
90,Davante Adams,WR,26.255,2019-09-05,NFL,GNB,CHI,W 10-3,1,1,Thu,8,4,36,9.0,0,50.0,4.5
91,Greg Olsen,TE,34.181,2019-09-08,NFL,CAR,LAR,L 27-30,1,1,Sun,9,4,36,9.0,0,44.4,4.0
92,Paul Richardson,WR,27.148,2019-09-08,NFL,WAS,PHI,L 27-32,1,1,Sun,7,4,36,9.0,0,57.1,5.14
93,Deon Cain,WR,23.03,2019-09-08,NFL,IND,LAC,L 24-30,1,1,Sun,2,2,35,17.5,0,100.0,17.5
94,Tommy Sweeney,TE,24.069,2019-09-08,NFL,BUF,NYJ,W 17-16,1,1,Sun,2,2,35,17.5,0,100.0,17.5
95,Chris Carson,RB,24.357,2019-09-08,NFL,SEA,CIN,W 21-20,1,1,Sun,7,6,34,5.67,1,85.7,4.86
96,Tevin Coleman,RB,26.145,2019-09-08,NFL,SFO,TAM,W 31-17,1,1,Sun,3,2,33,16.5,0,66.7,11.0
97,Duke Johnson,RB,25.351,2019-09-09,NFL,HOU,NOR,L 28-30,1,1,Mon,5,4,33,8.25,0,80.0,6.6
98,Dare Ogunbowale,RB,25.127,2019-09-08,NFL,TAM,SFO,L 17-31,1,1,Sun,5,4,33,8.25,0,80.0,6.6
99,Trey Quinn,WR,23.275,2019-09-08,NFL,WAS,PHI,L 27-32,1,1,Sun,6,4,33,8.25,1,66.7,5.5
100,Le'Veon Bell,RB,27.202,2019-09-08,NFL,NYJ,BUF,L 16-17,1,1,Sun,9,6,32,5.33,1,66.7,3.56
1,Demarcus Robinson,WR,24.359,2019-09-15,NFL,KAN,OAK,W 28-10,2,2,Sun,6,6,172,28.67,2,100.0,28.67
2,Odell Beckham Jr.,WR,26.315,2019-09-16,NFL,CLE,NYJ,W 23-3,2,2,Mon,10,6,161,26.83,1,60.0,16.1
3,Tyler Boyd,WR,24.304,2019-09-15,NFL,CIN,SFO,L 17-41,2,2,Sun,10,10,122,12.2,0,100.0,12.2
4,Chris Godwin,WR,23.197,2019-09-12,NFL,TAM,CAR,W 20-14,2,2,Thu,9,8,121,15.13,1,88.9,13.44
5,Cooper Kupp,WR,26.092,2019-09-15,NFL,LAR,NOR,W 27-9,2,2,Sun,9,5,120,24.0,0,55.6,13.33
6,Kenny Golladay,WR,25.316,2019-09-15,NFL,DET,LAC,W 13-10,2,2,Sun,10,8,117,14.63,1,80.0,11.7
7,Christian Kirk,WR,22.301,2019-09-15,NFL,ARI,BAL,L 17-23,2,2,Sun,8,6,114,19.0,0,75.0,14.25
8,Mark Andrews,TE,23.009,2019-09-15,NFL,BAL,ARI,W 23-17,2,2,Sun,9,8,112,14.0,1,88.9,12.44
9,John Ross,WR,24.292,2019-09-15,NFL,CIN,SFO,L 17-41,2,2,Sun,8,4,112,28.0,1,50.0,14.0
10,Greg Olsen,TE,34.185,2019-09-12,NFL,CAR,TAM,L 14-20,2,2,Thu,9,6,110,18.33,0,66.7,12.22
11,Nelson Agholor,WR,26.114,2019-09-15,NFL,PHI,ATL,L 20-24,2,2,Sun,11,8,107,13.38,1,72.7,9.73
12,Travis Kelce,TE,29.345,2019-09-15,NFL,KAN,OAK,W 28-10,2,2,Sun,9,7,107,15.29,1,77.8,11.89
13,Davante Adams,WR,26.265,2019-09-15,NFL,GNB,MIN,W 21-16,2,2,Sun,9,7,106,15.14,0,77.8,11.78
14,Julio Jones,WR,30.219,2019-09-15,NFL,ATL,PHI,W 24-20,2,2,Sun,10,5,106,21.2,2,50.0,10.6
15,Calvin Ridley,WR,24.269,2019-09-15,NFL,ATL,PHI,W 24-20,2,2,Sun,10,8,105,13.13,1,80.0,10.5
16,Larry Fitzgerald,WR,36.015,2019-09-15,NFL,ARI,BAL,L 17-23,2,2,Sun,11,5,104,20.8,0,45.5,9.45
17,Keenan Allen,WR,27.141,2019-09-15,NFL,LAC,DET,L 10-13,2,2,Sun,15,8,98,12.25,0,53.3,6.53
18,Emmanuel Sanders,WR,32.182,2019-09-15,NFL,DEN,CHI,L 14-16,2,2,Sun,13,11,98,8.91,1,84.6,7.54
19,Curtis Samuel,WR,23.032,2019-09-12,NFL,CAR,TAM,L 14-20,2,2,Thu,13,5,91,18.2,0,38.5,7.0
20,D.J. Moore,WR,22.151,2019-09-12,NFL,CAR,TAM,L 14-20,2,2,Thu,14,9,89,9.89,0,64.3,6.36
21,Michael Thomas,WR,26.196,2019-09-15,NFL,NOR,LAR,L 9-27,2,2,Sun,13,10,89,8.9,0,76.9,6.85
22,Marquise Brown,WR,22.103,2019-09-15,NFL,BAL,ARI,W 23-17,2,2,Sun,13,8,86,10.75,0,61.5,6.62
23,Deebo Samuel,WR,23.243,2019-09-15,NFL,SFO,CIN,W 41-17,2,2,Sun,7,5,86,17.2,1,71.4,12.29
24,JuJu Smith-Schuster,WR,22.297,2019-09-15,NFL,PIT,SEA,L 26-28,2,2,Sun,8,5,84,16.8,0,62.5,10.5
25,Cole Beasley,WR,30.142,2019-09-15,NFL,BUF,NYG,W 28-14,2,2,Sun,4,4,83,20.75,0,100.0,20.75
26,Mike Williams,WR,24.346,2019-09-15,NFL,LAC,DET,L 10-13,2,2,Sun,5,3,83,27.67,0,60.0,16.6
27,Robby Anderson,WR,26.13,2019-09-16,NFL,NYJ,CLE,L 3-23,2,2,Mon,6,4,81,20.25,0,66.7,13.5
28,Tyler Lockett,WR,26.352,2019-09-15,NFL,SEA,PIT,W 28-26,2,2,Sun,12,10,79,7.9,0,83.3,6.58
29,Marquise Goodwin,WR,28.3,2019-09-15,NFL,SFO,CIN,W 41-17,2,2,Sun,3,3,77,25.67,1,100.0,25.67
30,Adam Thielen,WR,29.024,2019-09-15,NFL,MIN,GNB,L 16-21,2,2,Sun,8,5,75,15.0,0,62.5,9.38
31,Brandin Cooks,WR,25.355,2019-09-15,NFL,LAR,NOR,W 27-9,2,2,Sun,4,3,74,24.67,1,75.0,18.5
32,Devin Smith,WR,27.196,2019-09-15,NFL,DAL,WAS,W 31-21,2,2,Sun,3,3,74,24.67,1,100.0,24.67
33,Chris Conley,WR,26.325,2019-09-15,NFL,JAX,HOU,L 12-13,2,2,Sun,5,4,73,18.25,0,80.0,14.6
34,John Brown,WR,29.165,2019-09-15,NFL,BUF,NYG,W 28-14,2,2,Sun,8,7,72,10.29,0,87.5,9.0
35,Zach Ertz,TE,28.309,2019-09-15,NFL,PHI,ATL,L 20-24,2,2,Sun,16,8,72,9.0,0,50.0,4.5
36,Michael Gallup,WR,23.164,2019-09-15,NFL,DAL,WAS,W 31-21,2,2,Sun,8,6,68,11.33,0,75.0,8.5
37,Raheem Mostert,RB,27.159,2019-09-15,NFL,SFO,CIN,W 41-17,2,2,Sun,4,3,68,22.67,1,75.0,17.0
38,Austin Ekeler,RB,24.121,2019-09-15,NFL,LAC,DET,L 10-13,2,2,Sun,6,6,67,11.17,0,100.0,11.17
39,Darren Waller,TE,27.002,2019-09-15,NFL,OAK,KAN,L 10-28,2,2,Sun,7,6,63,10.5,0,85.7,9.0
40,Preston Williams,WR,22.172,2019-09-15,NFL,MIA,NWE,L 0-43,2,2,Sun,6,4,63,15.75,0,66.7,10.5
41,Terry McLaurin,WR,24.0,2019-09-15,NFL,WAS,DAL,L 21-31,2,2,Sun,9,5,62,12.4,1,55.6,6.89
42,Chad Beebe,WR,25.106,2019-09-15,NFL,MIN,GNB,L 16-21,2,2,Sun,1,1,61,61.0,0,100.0,61.0
43,Le'Veon Bell,RB,27.21,2019-09-16,NFL,NYJ,CLE,L 3-23,2,2,Mon,10,10,61,6.1,0,100.0,6.1
44,Mike Evans,WR,26.022,2019-09-12,NFL,TAM,CAR,W 20-14,2,2,Thu,8,4,61,15.25,0,50.0,7.63
45,Mecole Hardman,WR,21.187,2019-09-15,NFL,KAN,OAK,W 28-10,2,2,Sun,6,4,61,15.25,1,66.7,10.17
46,D.K. Metcalf,WR,21.275,2019-09-15,NFL,SEA,PIT,W 28-26,2,2,Sun,7,3,61,20.33,1,42.9,8.71
47,Antonio Brown,WR,31.067,2019-09-15,NFL,NWE,MIA,W 43-0,2,2,Sun,8,4,56,14.0,1,50.0,7.0
48,DJ Chark,WR,22.357,2019-09-15,NFL,JAX,HOU,L 12-13,2,2,Sun,9,7,55,7.86,1,77.8,6.11
49,George Kittle,TE,25.341,2019-09-15,NFL,SFO,CIN,W 41-17,2,2,Sun,3,3,54,18.0,0,100.0,18.0
50,Malik Turner,WR,23.228,2019-09-15,NFL,SEA,PIT,W 28-26,2,2,Sun,3,3,54,18.0,0,100.0,18.0
51,Julian Edelman,WR,33.116,2019-09-15,NFL,NWE,MIA,W 43-0,2,2,Sun,4,4,51,12.75,0,100.0,12.75
52,Bennie Fowler,WR,28.097,2019-09-15,NFL,NYG,BUF,L 14-28,2,2,Sun,10,5,51,10.2,0,50.0,5.1
53,Will Dissly,TE,23.069,2019-09-15,NFL,SEA,PIT,W 28-26,2,2,Sun,5,5,50,10.0,2,100.0,10.0
54,Mack Hollins,WR,25.364,2019-09-15,NFL,PHI,ATL,L 20-24,2,2,Sun,8,5,50,10.0,0,62.5,6.25
55,Damion Ratley,WR,24.153,2019-09-16,NFL,CLE,NYJ,W 23-3,2,2,Mon,3,2,50,25.0,0,66.7,16.67
56,Stefon Diggs,WR,25.29,2019-09-15,NFL,MIN,GNB,L 16-21,2,2,Sun,7,1,49,49.0,1,14.3,7.0
57,Tre'Quan Smith,WR,23.251,2019-09-15,NFL,NOR,LAR,L 9-27,2,2,Sun,3,3,49,16.33,0,100.0,16.33
58,Sammy Watkins,WR,26.093,2019-09-15,NFL,KAN,OAK,W 28-10,2,2,Sun,13,6,49,8.17,0,46.2,3.77
59,Evan Engram,TE,25.013,2019-09-15,NFL,NYG,BUF,L 14-28,2,2,Sun,8,6,48,8.0,0,75.0,6.0
60,Royce Freeman,RB,23.203,2019-09-15,NFL,DEN,CHI,L 14-16,2,2,Sun,7,5,48,9.6,0,71.4,6.86
61,Chris Thompson,RB,28.33,2019-09-15,NFL,WAS,DAL,L 21-31,2,2,Sun,8,5,48,9.6,0,62.5,6.0
62,Damien Williams,RB,27.165,2019-09-15,NFL,KAN,OAK,W 28-10,2,2,Sun,5,3,48,16.0,0,60.0,9.6
63,Rex Burkhead,RB,29.075,2019-09-15,NFL,NWE,MIA,W 43-0,2,2,Sun,2,2,47,23.5,0,100.0,23.5
64,Kerryon Johnson,RB,22.077,2019-09-15,NFL,DET,LAC,W 13-10,2,2,Sun,3,2,47,23.5,1,66.7,15.67
65,Tyrell Williams,WR,27.215,2019-09-15,NFL,OAK,KAN,L 10-28,2,2,Sun,7,5,46,9.2,1,71.4,6.57
66,Damiere Byrd,WR,26.231,2019-09-15,NFL,ARI,BAL,L 17-23,2,2,Sun,7,6,45,7.5,0,85.7,6.43
67,Amari Cooper,WR,25.09,2019-09-15,NFL,DAL,WAS,W 31-21,2,2,Sun,5,4,44,11.0,1,80.0,8.8
68,T.Y. Hilton,WR,29.305,2019-09-15,NFL,IND,TEN,W 19-17,2,2,Sun,6,4,43,10.75,1,66.7,7.17
69,Marvin Jones,WR,29.187,2019-09-15,NFL,DET,LAC,W 13-10,2,2,Sun,6,5,43,8.6,0,83.3,7.17
70,Devonta Freeman,RB,27.184,2019-09-15,NFL,ATL,PHI,W 24-20,2,2,Sun,4,3,42,14.0,0,75.0,10.5
71,D'Ernest Johnson,RB,23.201,2019-09-16,NFL,CLE,NYJ,W 23-3,2,2,Mon,4,3,42,14.0,0,75.0,10.5
72,Allen Robinson,WR,26.022,2019-09-15,NFL,CHI,DEN,W 16-14,2,2,Sun,7,4,41,10.25,0,57.1,5.86
73,Jamison Crowder,WR,26.091,2019-09-16,NFL,NYJ,CLE,L 3-23,2,2,Mon,6,4,40,10.0,0,66.7,6.67
74,Leonard Fournette,RB,24.24,2019-09-15,NFL,JAX,HOU,L 12-13,2,2,Sun,6,4,40,10.0,0,66.7,6.67
75,Will Fuller,WR,25.152,2019-09-15,NFL,HOU,JAX,W 13-12,2,2,Sun,7,4,40,10.0,0,57.1,5.71
76,DeAndre Hopkins,WR,27.101,2019-09-15,NFL,HOU,JAX,W 13-12,2,2,Sun,8,5,40,8.0,0,62.5,5.0
77,Isaiah McKenzie,WR,24.159,2019-09-15,NFL,BUF,NYG,W 28-14,2,2,Sun,2,2,40,20.0,1,100.0,20.0
78,Courtland Sutton,WR,23.34,2019-09-15,NFL,DEN,CHI,L 14-16,2,2,Sun,7,4,40,10.0,0,57.1,5.71
79,Phillip Dorsett,WR,26.253,2019-09-15,NFL,NWE,MIA,W 43-0,2,2,Sun,3,3,39,13.0,0,100.0,13.0
80,Delanie Walker,TE,35.034,2019-09-15,NFL,TEN,IND,L 17-19,2,2,Sun,6,4,39,9.75,0,66.7,6.5
81,Corey Davis,WR,24.247,2019-09-15,NFL,TEN,IND,L 17-19,2,2,Sun,5,3,38,12.67,0,60.0,7.6
82,T.J. Jones,WR,27.058,2019-09-15,NFL,NYG,BUF,L 14-28,2,2,Sun,4,3,38,12.67,1,75.0,9.5
83,Vance McDonald,TE,29.094,2019-09-15,NFL,PIT,SEA,L 26-28,2,2,Sun,7,7,38,5.43,2,100.0,5.43
84,Kenny Stills,WR,27.146,2019-09-15,NFL,HOU,JAX,W 13-12,2,2,Sun,3,2,38,19.0,0,66.7,12.67
85,Dalvin Cook,RB,24.036,2019-09-15,NFL,MIN,GNB,L 16-21,2,2,Sun,3,3,37,12.33,0,100.0,12.33
86,Nick Chubb,RB,23.263,2019-09-16,NFL,CLE,NYJ,W 23-3,2,2,Mon,4,4,36,9.0,0,100.0,9.0
87,Trey Quinn,WR,23.282,2019-09-15,NFL,WAS,DAL,L 21-31,2,2,Sun,7,4,36,9.0,0,57.1,5.14
88,Austin Hooper,TE,24.315,2019-09-15,NFL,ATL,PHI,W 24-20,2,2,Sun,6,4,34,8.5,0,66.7,5.67
89,Aaron Jones,RB,24.287,2019-09-15,NFL,GNB,MIN,W 21-16,2,2,Sun,6,4,34,8.5,0,66.7,5.67
90,Derek Carrier,TE,29.052,2019-09-15,NFL,OAK,KAN,L 10-28,2,2,Sun,5,3,33,11.0,0,60.0,6.6
91,Noah Fant,TE,21.299,2019-09-15,NFL,DEN,CHI,L 14-16,2,2,Sun,4,4,33,8.25,0,100.0,8.25
92,Matt LaCosse,TE,26.359,2019-09-15,NFL,NWE,MIA,W 43-0,2,2,Sun,2,2,33,16.5,0,100.0,16.5
93,Robert Woods,WR,27.158,2019-09-15,NFL,LAR,NOR,W 27-9,2,2,Sun,2,2,33,16.5,0,100.0,16.5
94,Jarvis Landry,WR,26.292,2019-09-16,NFL,CLE,NYJ,W 23-3,2,2,Mon,7,3,32,10.67,0,42.9,4.57
95,KeeSean Johnson,WR,22.341,2019-09-15,NFL,ARI,BAL,L 17-23,2,2,Sun,2,1,31,31.0,0,50.0,15.5
96,Mark Ingram,RB,29.268,2019-09-15,NFL,BAL,ARI,W 23-17,2,2,Sun,2,2,30,15.0,0,100.0,15.0
97,Cody Latimer,WR,26.34,2019-09-15,NFL,NYG,BUF,L 14-28,2,2,Sun,5,3,30,10.0,0,60.0,6.0
